,Ticker,Name,Last Sale,Net Change,% Change,Market Cap
3711,ARMP,"Armata Pharmaceuticals, Inc. Common Stock",$8.10,0.35,4.516%,"294,895,931"
3712,CIA,"Citizens, Inc. Class A Common Stock ($1.00 Par)",$5.84,-0.16,-2.667%,"293,733,592"
3713,BLFY,Blue Foundry Bancorp Common Stock,$14.14,0.37,2.687%,"293,563,722"
3714,CIX,CompX International Inc. Common Stock,$23.82,-0.25,-1.039%,"293,535,218"
3715,DEFT,"Defi Technologies, Inc. Common Stock",$0.7602,0.0223,3.022%,"293,344,437"
3716,ACRE,Ares Commercial Real Estate Corporation Common Stock,$5.33,0.09,1.718%,"293,290,994"
3717,XRX,Xerox Holdings Corporation Common Stock,$2.29,0.12,5.53%,"293,211,625"
3718,NWFL,Norwood Financial Corp. Common Stock,$31.62,0.14,0.445%,"292,934,004"
3719,RILYP,"BRC Group Holdings, Inc. Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock",$9.55,-0.49,-4.88%,"292,201,980"
3720,CCRN,"Cross Country Healthcare, Inc. Common Stock $0.0001 Par Value",$8.91,-0.09,-1.00%,"291,891,172"
3721,PAL,"Proficient Auto Logistics, Inc. Common Stock",$10.48,-0.06,-0.569%,"291,658,788"
3722,GASS,"StealthGas, Inc. Common Stock",$7.86,-0.17,-2.117%,"290,652,417"
3723,OCCIO,"OFS Credit Company, Inc. 6.125% Series C Term Preferred Stock",$25.00,-0.05,-0.20%,"290,412,750"
3724,CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,$14.78,0.04,0.271%,"290,163,827"
3725,CHMG,Chemung Financial Corp Common Stock,$61.10,-0.66,-1.069%,"292,934,724"
3726,RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",$14.83,0.11,0.747%,"292,738,683"
3727,RZLT,"Rezolute, Inc. Common Stock (NV)",$3.15,-0.09,-2.778%,"292,091,726"
3728,NWFL,Norwood Financial Corp. Common Stock,$31.48,0.04,0.127%,"291,637,016"
3729,EM,Smart Share Global Limited American Depositary Shares,$1.15,-0.02,-1.709%,"291,604,644"
3730,SENS,"Senseonics Holdings, Inc. Common Stock",$7.13,-0.12,-1.655%,"291,320,820"
3731,SY,So-Young International Inc. American Depository Shares,$2.89,0.07,2.482%,"291,014,177"
3732,OCCIO,"OFS Credit Company, Inc. 6.125% Series C Term Preferred Stock",$25.05,0.005,0.02%,"290,993,576"
3733,RPAY,Repay Holdings Corporation Class A Common Stock,$3.37,-0.12,-3.438%,"290,029,725"
3734,CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,$14.74,-0.054,-0.365%,"289,378,540"
3735,ARL,"American Realty Investors, Inc. Common Stock",$17.89,0.02,0.112%,"288,960,049"
3736,DDD,3D Systems Corporation Common Stock,$2.24,0.04,1.818%,"288,373,151"
3737,ACRE,Ares Commercial Real Estate Corporation Common Stock,$5.24,0.02,0.383%,"288,338,614"
3738,AVNW,"Aviat Networks, Inc. Common Stock",$22.43,-0.21,-0.928%,"287,944,407"
3739,ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,$27.78,-0.18,-0.644%,"287,882,862"
3740,OCCIN,"OFS Credit Company, Inc. 5.25% Series E Term Preferred Stock Due 2026",$24.70,0.10,0.407%,"286,927,797"
3741,PESI,"Perma-Fix Environmental Services, Inc. Common Stock",$15.45,-0.30,-1.905%,"286,097,878"
3742,WNEB,"Western New England Bancorp, Inc. Common Stock",$13.96,0.15,1.086%,"286,067,845"
3743,BLFY,Blue Foundry Bancorp Common Stock,$13.77,0.36,2.685%,"285,882,068"
3744,ABEO,Abeona Therapeutics Inc. Common Stock,$5.27,0.10,1.934%,"285,588,472"
3745,DEFT,"Defi Technologies, Inc. Common Stock",$0.7379,-0.0521,-6.595%,"284,739,358"
3746,DERM,Journey Medical Corporation Common Stock,$8.55,-0.04,-0.466%,"284,343,827"
3747,ALMU,"Aeluma, Inc. Common Stock",$15.915,0.07,0.442%,"284,207,890"
3748,FUND,"Sprott Focus Trust, Inc. Common Stock",$9.58,0.14,1.483%,"283,889,476"
3749,GDEV,GDEV Inc. Ordinary Shares,$15.65,0.77,5.175%,"283,735,909"
3750,SPOK,"Spok Holdings, Inc. Common Stock",$13.50,0.02,0.148%,"278,075,282"
3751,BYRN,"Byrna Technologies, Inc. Common Stock",$12.22,-1.16,-8.67%,"277,705,793"
3752,FGBIP,"First Guaranty Bancshares, Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock",$18.03,-0.12,-0.661%,"276,813,634"
3753,MCR,MFS Charter Income Trust Common Stock,$6.27,0.02,0.32%,"275,932,543"
3754,DDD,3D Systems Corporation Common Stock,$2.14,-0.10,-4.464%,"275,499,350"
3755,GDEV,GDEV Inc. Ordinary Shares,$15.19,-0.46,-2.939%,"275,396,067"
3756,ABEO,Abeona Therapeutics Inc. Common Stock,$5.08,-0.19,-3.605%,"275,292,114"
3757,MBCN,Middlefield Banc Corp. Common Stock,$34.00,0.13,0.384%,"274,954,124"
3758,FJET,"Starfighters Space, Inc. Common Stock",$6.25,-1.00,-13.793%,"274,659,200"
3759,AARD,"Aardvark Therapeutics, Inc. Common Stock",$12.56,-0.35,-2.711%,"273,472,296"
3760,MITT,"TPG Mortgage Investment Trust, Inc. Common Stock",$8.61,-0.05,-0.577%,"273,319,706"
3761,FDBC,"Fidelity D & D Bancorp, Inc. Common Stock",$47.35,0.02,0.042%,"273,080,992"
3762,BGM,BGM Group Ltd. Class A Ordinary Shares,$1.48,-0.91,-38.075%,"272,260,698"
3763,PCYO,Pure Cycle Corporation Common Stock,$11.30,-0.17,-1.482%,"272,223,837"
3764,EVC,Entravision Communications Corporation Common Stock,$2.99,-0.05,-1.645%,"272,019,101"
3765,ASPN,"Aspen Aerogels, Inc. Common Stock",$3.29,-0.06,-1.791%,"271,908,896"
3766,PAMT,PAMT CORP Common Stock,$12.99,0.14,1.089%,"271,829,000"
3767,EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,$17.361,-0.169,-0.964%,"271,264,253"
3768,RZLT,"Rezolute, Inc. Common Stock (NV)",$2.91,-0.24,-7.619%,"269,837,118"
3769,MINE,Mayfair Gold Corp. Common Shares,$4.03,-0.04,-0.983%,"269,194,308"
3770,SJT,San Juan Basin Royalty Trust Common Stock,$5.77,UNCH,--,"268,932,753"
3771,XWIN,"XMAX, Inc. Common Stock",$6.24,0.15,2.463%,"268,767,576"
3772,CHRS,"Coherus Oncology, Inc. Common Stock",$2.22,UNCH,--,"268,333,649"
3773,KDKRW,"Kodiak AI, Inc. Warrants",$1.48,0.02,1.37%,"268,186,940"
3774,OSG,"Octave Specialty Group, Inc. Common Stock",$6.11,0.13,2.174%,"267,691,534"
3775,RLMD,"Relmada Therapeutics, Inc. Common Stock",$3.65,-0.15,-3.947%,"267,667,720"
3776,CBIO,"Crescent Biopharma, Inc. Common Stock",$9.71,0.17,1.782%,"267,576,208"
3777,SI,"Shoulder Innovations, Inc. Common Stock",$12.97,-0.42,-3.137%,"267,203,841"
3778,AZ,A2Z Cust2Mate Solutions Corp. Common Shares,$6.23,0.06,0.972%,"266,816,334"
3779,NGNE,Neurogene Inc. Common Stock,$17.18,-0.38,-2.164%,"266,114,764"
3780,AVTX,"Avalo Therapeutics, Inc. Common Stock",$14.37,-1.59,-9.962%,"266,028,318"
3781,FCNCO,"First Citizens BancShares, Inc. 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",$21.90,-0.10,-0.455%,"265,847,582"
3782,AFRI,Forafric Global PLC Ordinary Shares,$9.88,-0.13,-1.299%,"265,787,729"
3783,NREF,"NexPoint Real Estate Finance, Inc. Common Stock",$14.96,0.01,0.067%,"265,118,547"
3784,HNST,"The Honest Company, Inc. Common Stock",$2.36,-0.04,-1.667%,"263,825,991"
3785,ALMU,"Aeluma, Inc. Common Stock",$14.76,-1.155,-7.257%,"263,582,058"
3786,FBLA,"FB Bancorp, Inc. Common Stock",$13.28,0.05,0.378%,"263,442,000"
3787,RVSN,Rail Vision Ltd. Ordinary Share,$4.45,-1.3881,-23.777%,"262,839,584"
3788,NAUT,"Nautilus Biotechnology, Inc. Common Stock",$2.08,-0.06,-2.804%,"262,714,654"
3789,HBB,Hamilton Beach Brands Holding Company Class A Common Stock,$19.54,-0.21,-1.063%,"262,679,190"
3790,FLWS,"1-800-FLOWERS.COM, Inc. Common Stock",$4.10,0.16,4.061%,"262,669,801"
3791,CFFI,C&F Financial Corporation Common Stock,$80.99,1.39,1.746%,"262,264,410"
3792,REFI,"Chicago Atlantic Real Estate Finance, Inc. Common Stock",$12.43,0.12,0.975%,"262,027,781"
3793,DSX,Diana Shipping inc. common stock,$2.26,-0.03,-1.31%,"261,635,366"
3794,ORBS,Eightco Holdings Inc. Common Stock,$1.32,-0.02,-1.493%,"261,137,732"
3795,ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,$1.10,0.01,0.917%,"261,119,648"
3796,TYGO,"Tigo Energy, Inc. Common Stock",$3.69,0.27,7.895%,"259,599,795"
3797,CAMP,CAMP4 Therapeutics Corporation Common Stock,$3.54,-0.06,-1.667%,"259,113,748"
3798,LMNR,Limoneira Co Common Stock,$14.28,-0.04,-0.279%,"258,740,991"
3799,EGAN,eGain Corporation Common Stock,$9.55,-0.01,-0.105%,"258,338,549"
3800,ASUR,"Asure Software, Inc Common Stock",$9.49,-0.38,-3.85%,"263,479,193"
3801,CBIO,"Crescent Biopharma, Inc. Common Stock",$9.54,-0.28,-2.851%,"262,891,557"
3802,FBLA,"FB Bancorp, Inc. Common Stock",$13.23,0.09,0.685%,"262,450,125"
3803,XWIN,"XMAX, Inc. Common Stock",$6.09,0.19,3.22%,"262,306,817"
3804,OSG,"Octave Specialty Group, Inc. Common Stock",$5.98,0.28,4.912%,"261,995,969"
3805,RILY,"BRC Group Holdings, Inc. Common Stock",$8.56,0.29,3.507%,"261,910,885"
3806,HERE,Here Group Limited American Depositary Shares,$4.80,-0.07,-1.437%,"261,046,152"
3807,MPAA,"Motorcar Parts  of America, Inc. Common Stock",$13.32,0.23,1.757%,"260,512,760"
3808,REFI,"Chicago Atlantic Real Estate Finance, Inc. Common Stock",$12.31,-0.13,-1.045%,"259,498,148"
3809,LMNR,Limoneira Co Common Stock,$14.32,-0.17,-1.173%,"259,465,755"
3810,III,Information Services Group Inc. Common Stock,$5.41,-0.31,-5.42%,"259,053,003"
3811,ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,$1.09,0.05,4.808%,"258,745,833"
3812,EGAN,eGain Corporation Common Stock,$9.56,-0.78,-7.544%,"258,609,061"
3813,FUNC,First United Corporation Common Stock,$39.72,0.16,0.404%,"258,057,186"
3814,CFFI,C&F Financial Corporation Common Stock,$79.60,2.80,3.646%,"257,763,267"
3815,WALD,Waldencast plc Class A Ordinary Share,$2.00,0.10,5.263%,"256,082,426"
3816,BPRN,"Princeton Bancorp, Inc. Common Stock (PA)",$37.84,0.34,0.907%,"255,906,585"
3817,KRMD,"KORU Medical Systems, Inc. Common Stock (DE)",$5.52,-0.17,-2.988%,"255,701,056"
3818,VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),$10.73,0.05,0.468%,"255,691,007"
3819,USAU,U.S. Gold Corp. Common Stock,$17.69,0.70,4.12%,"254,562,673"
3820,CLLS,Cellectis S.A. American Depositary Shares,$3.53,-0.29,-7.592%,"254,491,372"
3821,PRE,Prenetics Global Limited Class A Ordinary Share,$19.47,0.06,0.309%,"253,771,610"
3822,PINE,"Alpine Income Property Trust, Inc. Common Stock",$17.90,0.24,1.359%,"253,547,450"
3823,OABI,"OmniAb, Inc. Common Stock",$1.76,-0.03,-1.676%,"253,361,504"
3824,ASYS,"Amtech Systems, Inc. Common Stock",$17.60,-0.05,-0.283%,"253,349,976"
3825,FCNCP,"First Citizens BancShares, Inc. Depositary Shares",$20.86,-0.10,-0.477%,"253,222,857"
3826,FLWS,"1-800-FLOWERS.COM, Inc. Common Stock",$3.94,-0.185,-4.485%,"252,419,272"
3827,TLSI,"TriSalus Life Sciences, Inc. Common Stock",$5.05,-0.06,-1.174%,"252,319,771"
3828,SLQT,"SelectQuote, Inc. Common Stock",$1.43,0.02,1.418%,"251,639,594"
3829,ZEPP,"Zepp Health Corporation American depositary shares, each representing sixteen Class A ordinary shares",$17.50,-0.51,-2.832%,"251,441,085"
3830,PPIH,"Perma-Pipe International Holdings, Inc. Common Stock",$31.06,1.32,4.438%,"251,401,038"
3831,ELMD,"Electromed, Inc. Common Stock",$30.12,-0.05,-0.166%,"251,217,005"
3832,HRTX,"Heron Therapeutics, Inc. Common Stock",$1.37,-0.01,-0.725%,"251,206,655"
3833,MRAM,"Everspin Technologies, Inc. Common Stock",$10.99,-2.25,-16.994%,"251,193,089"
3834,LCNB,LCNB Corporation Common Stock,$17.64,0.08,0.456%,"250,252,418"
3835,CAN,Canaan Inc. American Depositary Shares,$0.5953,-0.02,-3.25%,"250,182,897"
3836,FXNC,First National Corporation Common Stock,$27.74,0.73,2.703%,"249,960,064"
3837,TAYD,"Taylor Devices, Inc. Common Stock",$79.25,5.04,6.792%,"249,884,522"
3838,FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,$6.18,0.01,0.162%,"249,705,211"
3839,GWRS,"Global Water Resources, Inc. Common Stock",$8.68,0.04,0.463%,"249,552,300"
3840,CBNA,"Chain Bridge Bancorp, Inc. Class A Common Stock",$38.01,0.97,2.619%,"249,414,664"
3841,CABA,"Cabaletta Bio, Inc. Common Stock",$2.59,0.09,3.60%,"249,326,878"
3842,GRRR,Gorilla Technology Group Inc. Ordinary shares,$12.32,-0.87,-6.596%,"249,138,021"
3843,MYFW,"First Western Financial, Inc. Common Stock",$25.60,UNCH,--,"248,696,602"
3844,JILL,"J. Jill, Inc. Common Stock",$16.45,0.36,2.237%,"248,647,557"
3845,MKTW,"MarketWise, Inc. Class A Common Stock",$15.51,-1.085,-6.538%,"248,614,148"
3846,RCKY,"Rocky Brands, Inc. Common Stock",$33.07,-0.10,-0.301%,"247,816,229"
3847,PALI,"Palisade Bio, Inc. Common Stock",$1.66,0.05,3.106%,"247,345,329"
3848,STTK,"Shattuck Labs, Inc. Common Stock",$3.90,0.05,1.299%,"246,791,388"
3849,SEG,Seaport Entertainment Group Inc. Common Stock,$19.37,0.12,0.623%,"246,678,325"
3850,MFIN,Medallion Financial Corp. Common Stock,$10.37,UNCH,--,"241,407,741"
3851,CLYM,"Climb Bio, Inc. Common Stock",$5.05,-0.10,-1.942%,"241,109,397"
3852,OPRT,Oportun Financial Corporation Common Stock,$5.46,0.08,1.487%,"240,944,449"
3853,ZEPP,"Zepp Health Corporation American depositary shares, each representing sixteen Class A ordinary shares",$16.76,-0.74,-4.229%,"240,808,719"
3854,MRAM,"Everspin Technologies, Inc. Common Stock",$10.51,-0.48,-4.368%,"240,221,962"
3855,FINW,FinWise Bancorp Common Stock,$17.62,-0.305,-1.702%,"239,401,548"
3856,JELD,"JELD-WEN Holding, Inc. Common Stock",$2.80,0.19,7.28%,"239,203,188"
3857,STRS,Stratus Properties Inc. Common Stock,$29.85,-0.14,-0.467%,"238,643,168"
3858,TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,$5.89,0.11,1.903%,"237,954,804"
3859,INSE,"Inspired Entertainment, Inc. Common Stock",$8.83,-0.05,-0.563%,"237,764,244"
3860,FCCO,First Community Corporation Common Stock,$30.77,0.15,0.49%,"236,611,884"
3861,RILY,"BRC Group Holdings, Inc. Common Stock",$7.72,-0.84,-9.813%,"236,209,350"
3862,KRMD,"KORU Medical Systems, Inc. Common Stock (DE)",$5.09,-0.43,-7.79%,"235,782,314"
3863,PALI,"Palisade Bio, Inc. Common Stock",$1.58,-0.08,-4.819%,"235,425,072"
3864,TCX,Tucows Inc. Class A Common Stock,$21.20,-0.80,-3.636%,"235,403,083"
3865,MRBK,Meridian Corporation Common Stock,$20.41,0.11,0.542%,"235,071,277"
3866,FLXS,"Flexsteel Industries, Inc. Common Stock",$43.99,0.82,1.899%,"234,926,220"
3867,KINS,"Kingstone Companies, Inc. Common Stock",$16.59,1.42,9.361%,"234,705,831"
3868,AIFU,AIFU Inc. Class A Ordinary Share,$1.90,-0.09,-4.523%,"234,553,309"
3869,WALD,Waldencast plc Class A Ordinary Share,$1.83,-0.17,-8.50%,"234,315,420"
3870,FNKO,"Funko, Inc. Class A Common Stock",$4.23,0.12,2.92%,"234,303,202"
3871,RGCO,RGC Resources Inc. Common Stock,$22.63,-0.09,-0.396%,"234,232,517"
3872,CV,"CapsoVision, Inc. Common Stock",$5.00,UNCH,--,"234,216,125"
3873,ONEW,OneWater Marine Inc. Class A Common Stock,$14.08,0.13,0.932%,"233,249,012"
3874,PLX,"Protalix BioTherapeutics, Inc. (DE) Common Stock",$2.90,0.17,6.227%,"233,221,425"
3875,LIEN,"Chicago Atlantic BDC, Inc. Common Stock",$10.20,-0.05,-0.488%,"232,770,018"
3876,NTHI,"NeOnc Technologies Holdings, Inc. Common Stock",$9.71,0.31,3.298%,"232,756,381"
3877,ICG,Intchains Group Limited American Depositary Shares,$1.94,-0.01,-0.513%,"232,700,084"
3878,TWIN,"Twin Disc, Incorporated Common Stock",$16.14,-2.84,-14.963%,"232,222,820"
3879,PRHIZ,"Presurance Holdings, Inc. 9.75% Senior Unsecured Notes due 2028",$18.99,-0.42,-2.164%,"232,112,510"
3880,TBCH,Turtle Beach Corporation Common Stock,$12.00,-0.08,-0.662%,"231,732,168"
3881,GRRR,Gorilla Technology Group Inc. Ordinary shares,$11.42,-0.90,-7.305%,"230,938,004"
3882,SNFCA,Security National Financial Corporation Class A Common Stock,$8.88,0.03,0.339%,"230,751,853"
3883,RAIL,"FreightCar America, Inc. Common Stock",$12.07,-0.71,-5.556%,"230,284,809"
3884,GSIT,GSI Technology Common Stock,$6.515,-1.085,-14.276%,"229,599,695"
3885,MASS,908 Devices Inc. Common Stock,$6.33,-0.11,-1.708%,"229,101,551"
3886,NIPG,NIP Group Inc. American Depositary Shares,$1.02,-0.03,-2.857%,"228,844,912"
3887,SSSS,SuRo Capital Corp. Common Stock,$9.11,-0.15,-1.62%,"228,834,919"
3888,FC,Franklin Covey Company Common Stock,$19.78,0.09,0.457%,"228,509,479"
3889,SRI,"Stoneridge, Inc. Common Stock",$8.13,0.53,6.974%,"227,777,649"
3890,VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,$11.64,0.17,1.482%,"226,816,796"
3891,ASYS,"Amtech Systems, Inc. Common Stock",$15.75,-1.85,-10.511%,"226,719,439"
3892,VABK,Virginia National Bankshares Corporation Common Stock,$42.01,0.06,0.143%,"226,565,769"
3893,MFM,MFS Municipal Income Trust Common Stock,$5.48,-0.04,-0.725%,"225,708,218"
3894,KLTR,"Kaltura, Inc. Common Stock",$1.44,-0.06,-4.00%,"225,121,186"
3895,DOUG,Douglas Elliman Inc. Common Stock,$2.53,-0.11,-4.167%,"224,711,994"
3896,ACHV,"Achieve Life Sciences, Inc. Common Shares",$4.21,0.02,0.477%,"224,115,089"
3897,FENC,Fennec Pharmaceuticals Inc. Common Stock,$7.94,0.03,0.379%,"222,812,280"
3898,BNC,CEA Industries Inc. Common Stock,$5.05,-0.06,-1.174%,"222,517,837"
3899,ATLN,Atlantic International Corp. Common Stock,$3.80,0.18,4.972%,"222,396,854"
3900,NTHI,"NeOnc Technologies Holdings, Inc. Common Stock",$9.40,0.13,1.402%,"225,325,435"
3901,BNC,CEA Industries Inc. Common Stock,$5.11,0.26,5.361%,"225,161,613"
3902,HTLM,HomesToLife Ltd Ordinary Shares,$2.51,UNCH,--,"225,115,625"
3903,FRAF,Franklin Financial Services Corporation Common Stock,$50.22,-1.37,-2.656%,"224,937,238"
3904,SNWV,"SANUWAVE Health, Inc. Common Stock",$26.15,-0.49,-1.839%,"224,266,689"
3905,DH,Definitive Healthcare Corp. Class A Common Stock,$2.17,-0.17,-7.265%,"224,168,350"
3906,FLX,BingEx Limited American Depositary Shares,$3.15,-0.03,-0.943%,"224,059,217"
3907,VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,$11.47,-0.02,-0.174%,"223,504,179"
3908,ACHV,"Achieve Life Sciences, Inc. Common Shares",$4.19,-0.11,-2.558%,"223,050,410"
3909,JELD,"JELD-WEN Holding, Inc. Common Stock",$2.61,0.05,1.953%,"222,971,543"
3910,SHIP,Seanergy Maritime Holdings Corp. Common Stock,$10.66,-0.20,-1.842%,"222,819,211"
3911,RENT,"Rent the Runway, Inc. Class A Common Stock",$6.64,-0.17,-2.496%,"222,749,444"
3912,INV,"Innventure, Inc. Common Stock",$3.28,0.01,0.306%,"222,208,018"
3913,AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",$8.91,-0.11,-1.22%,"221,984,052"
3914,FENC,Fennec Pharmaceuticals Inc. Common Stock,$7.91,0.08,1.022%,"221,970,420"
3915,EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,$24.86,0.035,0.141%,"221,455,565"
3916,DOMO,"Domo, Inc. Class B Common Stock",$5.27,-0.54,-9.294%,"220,278,053"
3917,MVIS,"MicroVision, Inc. Common Stock",$0.7196,-0.069,-8.75%,"219,763,875"
3918,PLX,"Protalix BioTherapeutics, Inc. (DE) Common Stock",$2.73,0.13,5.00%,"219,549,824"
3919,GDC,GD Culture Group Limited Common Stock,$3.795,-0.255,-6.296%,"217,522,231"
3920,XYF,"X Financial American Depositary Shares, each representing six Class A Ordinary Shares",$5.15,-0.10,-1.905%,"217,378,379"
3921,NVCT,"Nuvectis Pharma, Inc. Common Stock",$8.48,0.12,1.435%,"217,214,318"
3922,AUDC,AudioCodes Ltd. Common Stock,$7.35,-1.17,-13.732%,"216,627,234"
3923,ALTO,"Alto Ingredients, Inc. Common Stock",$2.80,0.23,8.949%,"216,558,966"
3924,OPBK,OP Bancorp Common Stock,$14.54,0.04,0.276%,"216,436,828"
3925,ACB,Aurora Cannabis Inc. Common Shares,$3.75,-0.31,-7.635%,"212,639,190"
3926,FCAP,"First Capital, Inc. Common Stock",$63.50,2.04,3.319%,"212,574,315"
3927,VTIX,Virtuix Holdings Inc. Class A Common Stock,$6.89,1.59,30.00%,"212,573,429"
3928,DGNX,Diginex Limited Ordinary Shares,$1.05,-0.02,-1.869%,"212,047,609"
3929,DH,Definitive Healthcare Corp. Class A Common Stock,$2.05,-0.12,-5.53%,"211,771,943"
3930,RDNW,"RideNow Group, Inc. Class B Common Stock",$5.56,-0.02,-0.358%,"211,655,311"
3931,TFSA,"Terra Income Fund 6, LLC 7.00% Notes due 2026",$25.05,0.05,0.20%,"211,394,169"
3932,CNTX,Context Therapeutics Inc. Common Stock,$2.30,-0.17,-6.883%,"211,322,107"
3933,ANTA,Antalpha Platform Holding Company Class A Ordinary Shares,$8.91,-0.09,-1.00%,"211,103,516"
3934,EFSI,Eagle Financial Services Inc Common Stock,$39.25,0.53,1.369%,"211,021,581"
3935,PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW),$2.74,-0.01,-0.364%,"210,958,825"
3936,HTLM,HomesToLife Ltd Ordinary Shares,$2.35,-0.16,-6.375%,"210,765,625"
3937,ALEC,"Alector, Inc. Common Stock",$1.93,UNCH,--,"210,662,341"
3938,SWKH,SWK Holdings Corporation Common Stock,$17.35,-0.18,-1.027%,"209,863,969"
3939,LANV,Lanvin Group Holdings Limited Ordinary Shares,$1.50,-0.02,-1.316%,"209,663,706"
3940,OGI,Organigram Global Inc. Common Shares,$1.55,-0.02,-1.274%,"208,414,595"
3941,ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,$7.33,0.01,0.137%,"208,276,665"
3942,OSUR,"OraSure Technologies, Inc. Common Stock",$2.90,0.04,1.399%,"208,027,237"
3943,TRVG,trivago N.V. American Depositary Shares,$2.95,0.04,1.375%,"207,406,550"
3944,CRNT,Ceragon Networks Ltd. Ordinary Shares,$2.33,-0.03,-1.271%,"206,995,054"
3945,FFAI,Faraday Future Intelligent Electric Inc. Class A Common Stock,$1.04,-0.03,-2.804%,"206,231,226"
3946,LPRO,Open Lending Corporation Common Stock,$1.74,UNCH,--,"205,649,631"
3947,OPRX,OptimizeRx Corporation Common Stock,$11.02,0.77,7.512%,"205,419,985"
3948,GEOS,Geospace Technologies Corporation Common Stock (Texas),$16.00,-2.04,-11.308%,"205,131,232"
3949,PROF,Profound Medical Corp. Common Stock,$6.82,-0.24,-3.399%,"204,871,497"
3950,ETX,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,$18.76,-0.027,-0.144%,"204,201,775"
3951,ALTO,"Alto Ingredients, Inc. Common Stock",$2.64,-0.16,-5.714%,"204,184,168"
3952,ESCA,"Escalade, Incorporated Common Stock",$14.78,-0.10,-0.672%,"204,019,351"
3953,WW,"WW International, Inc.  Common Stock",$20.41,0.26,1.29%,"203,833,200"
3954,FT,Franklin Universal Trust Common Stock,$8.11,-0.01,-0.123%,"203,819,660"
3955,BRCC,BRC Inc. Class A Common Stock,$0.82,0.0319,4.048%,"203,769,902"
3956,PAYS,"Paysign, Inc. Common Stock",$3.70,-0.09,-2.375%,"203,658,686"
3957,JAKK,"JAKKS Pacific, Inc. Common Stock",$18.01,-0.04,-0.222%,"202,964,217"
3958,SND,"Smart Sand, Inc. Common Stock",$4.66,-0.25,-5.092%,"202,914,071"
3959,GTE,Gran Tierra Energy Inc. Common Stock,$5.75,0.29,5.311%,"202,911,664"
